id1	id2	count1	count2
GBC743526	GBC381317	12	1
GBC1043005	GBC381317	3	1
GBC382368	GBC382374	4	1
GBC409629	GBC382978	47	2
GBC384620	GBC384614	154	1
GBC384620	GBC384619	154	1
GBC384620	GBC384629	154	1
GBC384620	GBC384655	154	1
GBC384620	GBC384668	154	2
GBC384620	GBC461532	154	1
GBC385326	GBC746867	1	1
GBC1046584	GBC385326	4	1
GBC485277	GBC385922	35	1
GBC748636	GBC386803	6131	3
GBC386803	GBC748740	3	1
GBC1048847	GBC386803	45	3
GBC387410	GBC387405	5	1
GBC440582	GBC387405	22	1
GBC387410	GBC413277	5	3
GBC440770	GBC387410	4229	5
GBC465317	GBC387410	40	5
GBC387410	GBC654409	5	1
GBC388639	GBC487652	1	1
GBC391962	GBC388699	120	1
GBC414425	GBC388699	3	1
GBC390283	GBC390274	95	1
GBC390283	GBC390289	95	1
GBC390825	GBC390822	9	1
GBC489639	GBC390822	36	1
GBC489643	GBC390825	1801	9
GBC390825	GBC561452	9	3
GBC390825	GBC1052919	9	1
GBC391433	GBC390918	29	1
GBC391162	GBC444311	4	1
GBC490193	GBC391162	7	4
GBC561783	GBC391162	26202	4
GBC657164	GBC391162	78	4
GBC416924	GBC391197	154	1
GBC391197	GBC444320	1	1
GBC391433	GBC391233	29	1
GBC490298	GBC391243	3	1
GBC391433	GBC391423	29	1
GBC417845	GBC391910	182	1
GBC391962	GBC391910	120	1
GBC391962	GBC391928	120	2
GBC417916	GBC391928	71	2
GBC391962	GBC391947	120	1
GBC417960	GBC391947	78	1
GBC391962	GBC391975	120	1
GBC391962	GBC392577	120	1
GBC417992	GBC391962	18365	120
GBC391962	GBC444909	120	18
GBC391962	GBC469719	120	14
GBC418075	GBC391975	4	1
GBC391975	GBC444921	1	1
GBC418976	GBC392250	765	3
GBC392250	GBC469870	3	3
GBC419370	GBC392577	78	1
GBC392815	GBC392787	198	1
GBC392815	GBC392802	198	5
GBC392815	GBC392805	198	1
GBC392815	GBC392813	198	3
GBC392813	GBC392816	3	2
GBC392813	GBC392853	3	1
GBC392815	GBC392814	198	3
GBC392815	GBC392816	198	2
GBC392815	GBC392818	198	1
GBC392815	GBC392855	198	1
GBC392815	GBC658090	198	1
GBC392853	GBC392855	1	1
GBC394703	GBC394712	1	1
GBC394703	GBC421481	1	1
GBC421499	GBC394712	120	1
GBC399777	GBC399691	22	1
GBC498121	GBC399691	18	1
GBC399777	GBC399747	22	1
GBC498252	GBC399747	17	1
GBC399777	GBC399776	22	1
GBC498318	GBC399776	5	1
GBC399777	GBC399789	22	1
GBC399777	GBC401950	22	1
GBC399777	GBC474558	22	2
GBC498319	GBC399777	1881	22
GBC498370	GBC399789	4	1
GBC400400	GBC400292	95	1
GBC400400	GBC400405	95	1
GBC400400	GBC400407	95	2
GBC400400	GBC400413	95	1
GBC400400	GBC402091	95	1
GBC400407	GBC400405	2	1
GBC400407	GBC400531	2	1
GBC499612	GBC401496	6	1
GBC499946	GBC401950	3	1
GBC409629	GBC403268	47	1
GBC761910	GBC404893	4285	1
GBC1060364	GBC404893	33	1
GBC405144	GBC405128	11	1
GBC407301	GBC405295	2261	1
GBC408893	GBC405295	14	1
GBC406498	GBC406496	5	1
GBC417916	GBC406496	71	1
GBC406498	GBC412179	5	5
GBC417992	GBC406498	18365	5
GBC425402	GBC406498	64	5
GBC574879	GBC406555	49	1
GBC406749	GBC406636	16	2
GBC407301	GBC407053	2261	17
GBC407301	GBC407129	2261	1
GBC407239	GBC407261	3	2
GBC407301	GBC407239	2261	3
GBC407353	GBC407239	14	3
GBC407301	GBC407261	2261	2
GBC407353	GBC407261	14	2
GBC407301	GBC407280	2261	8
GBC407280	GBC407329	8	1
GBC407301	GBC407288	2261	1
GBC407314	GBC407288	13	1
GBC407301	GBC407292	2261	21
GBC407292	GBC407310	21	1
GBC407292	GBC407311	21	1
GBC407301	GBC407295	2261	3
GBC407307	GBC407295	15	3
GBC407301	GBC407298	2261	34
GBC407298	GBC407303	34	3
GBC407298	GBC407304	34	1
GBC407298	GBC407341	34	1
GBC407301	GBC407300	2261	3
GBC407302	GBC407300	5	3
GBC407301	GBC407302	2261	5
GBC407301	GBC407303	2261	3
GBC407301	GBC407304	2261	1
GBC407301	GBC407307	2261	15
GBC407301	GBC407310	2261	1
GBC407301	GBC407311	2261	1
GBC407301	GBC407314	2261	13
GBC407301	GBC407329	2261	1
GBC407301	GBC407337	2261	2
GBC407301	GBC407342	2261	1
GBC407301	GBC407353	2261	14
GBC407301	GBC408893	2261	14
GBC407301	GBC426181	2261	1
GBC407301	GBC670014	2261	1
GBC407303	GBC407304	3	1
GBC407307	GBC456735	15	1
GBC407310	GBC407311	1	1
GBC407337	GBC407342	2	1
GBC407341	GBC407342	1	1
GBC408810	GBC502832	1	1
GBC409136	GBC409107	34	1
GBC409107	GBC409188	1	1
GBC409136	GBC409140	34	1
GBC409136	GBC409188	34	1
GBC409629	GBC672867	47	1
GBC411472	GBC461647	1	1
GBC417992	GBC412179	18365	5
GBC425402	GBC412179	64	5
GBC418976	GBC412322	765	1
GBC425702	GBC412322	5	1
GBC440770	GBC413277	4229	3
GBC465317	GBC413277	40	3
GBC413559	GBC413510	57	1
GBC413559	GBC414591	57	1
GBC414425	GBC415964	3	2
GBC417992	GBC414425	18365	3
GBC420468	GBC414425	52	3
GBC442722	GBC414732	2101	1
GBC466883	GBC414732	7	1
GBC419801	GBC415079	10	1
GBC504897	GBC415453	4	3
GBC582803	GBC415453	10725	3
GBC677683	GBC415453	90	3
GBC415964	GBC415961	2	1
GBC417984	GBC415961	10	1
GBC415964	GBC416003	2	1
GBC417992	GBC415964	18365	2
GBC420468	GBC415964	52	2
GBC418311	GBC416003	123	1
GBC420544	GBC416003	2	1
GBC416378	GBC416379	2	1
GBC416924	GBC416378	154	2
GBC416379	GBC416931	1	1
GBC417166	GBC416548	12	11
GBC417992	GBC416548	18365	11
GBC419370	GBC416548	78	11
GBC416924	GBC416689	154	2
GBC416905	GBC416906	1	1
GBC416924	GBC416905	154	1
GBC416924	GBC416931	154	1
GBC416924	GBC416948	154	1
GBC416924	GBC420043	154	1
GBC416924	GBC424685	154	1
GBC416924	GBC444320	154	1
GBC416924	GBC770837	154	1
GBC417048	GBC417046	8	1
GBC417048	GBC420115	8	1
GBC417992	GBC417166	18365	12
GBC419370	GBC417166	78	12
GBC417617	GBC417497	8	4
GBC417992	GBC417497	18365	4
GBC418773	GBC417497	74	4
GBC417992	GBC417617	18365	8
GBC418773	GBC417617	74	8
GBC417845	GBC417679	182	1
GBC417689	GBC417679	13	1
GBC418247	GBC417679	2	1
GBC417689	GBC417685	13	1
GBC418247	GBC417685	2	1
GBC417942	GBC417685	72	1
GBC417689	GBC418247	13	2
GBC417743	GBC417689	16	13
GBC417992	GBC417689	18365	13
GBC418311	GBC417689	123	13
GBC417992	GBC417743	18365	16
GBC417743	GBC418247	16	2
GBC418311	GBC417743	123	16
GBC417845	GBC417825	182	1
GBC417942	GBC417825	72	1
GBC417845	GBC417831	182	2
GBC417960	GBC417831	78	2
GBC417845	GBC417835	182	1
GBC417970	GBC417835	5	1
GBC417992	GBC417845	18365	182
GBC417845	GBC418183	182	15
GBC417845	GBC418215	182	10
GBC417916	GBC417903	71	1
GBC417960	GBC417903	78	1
GBC417992	GBC417916	18365	71
GBC417916	GBC418096	71	5
GBC417992	GBC417942	18365	72
GBC417942	GBC418022	72	13
GBC417942	GBC418028	72	4
GBC417942	GBC418067	72	1
GBC417992	GBC417960	18365	78
GBC417960	GBC418002	78	10
GBC417960	GBC418006	78	8
GBC417960	GBC418295	78	1
GBC417960	GBC420456	78	1
GBC417968	GBC417970	8	5
GBC417992	GBC417968	18365	8
GBC417992	GBC417970	18365	5
GBC417984	GBC417988	10	1
GBC417992	GBC417984	18365	10
GBC417992	GBC417988	18365	1
GBC417991	GBC417990	24	4
GBC417992	GBC417990	18365	4
GBC417993	GBC417990	111	4
GBC417992	GBC417991	18365	24
GBC417993	GBC417991	111	24
GBC417991	GBC425401	24	1
GBC417992	GBC417993	18365	111
GBC417992	GBC418002	18365	10
GBC417992	GBC418006	18365	8
GBC417992	GBC418022	18365	13
GBC417992	GBC418028	18365	4
GBC417992	GBC418044	18365	3
GBC417992	GBC418059	18365	2
GBC417992	GBC418075	18365	4
GBC417992	GBC418096	18365	5
GBC417992	GBC418138	18365	2
GBC417992	GBC418151	18365	5
GBC417992	GBC418160	18365	6
GBC417992	GBC418183	18365	15
GBC417992	GBC418215	18365	10
GBC417992	GBC418247	18365	2
GBC417992	GBC418311	18365	123
GBC417992	GBC418773	18365	74
GBC417992	GBC419370	18365	78
GBC417992	GBC420468	18365	52
GBC417992	GBC425402	18365	64
GBC417992	GBC444909	18365	18
GBC417992	GBC469719	18365	14
GBC417992	GBC506108	18365	2
GBC417992	GBC584820	18365	4
GBC417992	GBC679587	18365	9
GBC417992	GBC771339	18365	24
GBC417992	GBC1070523	18365	5
GBC417993	GBC418076	111	1
GBC417993	GBC418774	111	1
GBC417993	GBC419371	111	2
GBC417993	GBC420469	111	1
GBC417993	GBC425403	111	4
GBC417993	GBC584821	111	1
GBC418002	GBC418006	10	8
GBC418002	GBC418184	10	1
GBC418022	GBC418028	13	4
GBC418028	GBC419373	4	1
GBC418044	GBC418059	3	2
GBC418075	GBC418044	4	3
GBC418044	GBC418189	3	1
GBC418075	GBC418059	4	2
GBC418075	GBC418067	4	1
GBC418075	GBC418076	4	1
GBC418075	GBC418109	4	1
GBC418075	GBC425417	4	1
GBC418075	GBC444921	4	1
GBC418096	GBC418109	5	1
GBC418151	GBC418138	5	2
GBC418160	GBC418138	6	2
GBC418160	GBC418151	6	5
GBC418151	GBC425428	5	1
GBC418160	GBC420496	6	1
GBC418160	GBC444930	6	1
GBC418183	GBC418184	15	1
GBC418183	GBC418189	15	1
GBC418183	GBC418215	15	10
GBC418215	GBC418384	10	2
GBC418215	GBC425444	10	1
GBC418311	GBC418247	123	2
GBC418311	GBC418295	123	1
GBC418311	GBC418384	123	2
GBC418311	GBC418935	123	2
GBC418311	GBC420544	123	2
GBC418311	GBC425468	123	4
GBC418619	GBC418444	96	1
GBC418619	GBC418469	96	1
GBC418469	GBC418698	1	1
GBC418619	GBC418610	96	1
GBC418619	GBC418698	96	1
GBC418619	GBC419562	96	1
GBC418773	GBC418774	74	1
GBC418773	GBC418935	74	2
GBC418773	GBC584967	74	1
GBC418976	GBC418917	765	4
GBC418917	GBC419050	4	1
GBC418976	GBC418966	765	9
GBC418966	GBC418987	9	1
GBC418966	GBC418989	9	2
GBC418976	GBC418971	765	1
GBC418984	GBC418971	2	1
GBC418976	GBC418984	765	2
GBC418976	GBC418987	765	1
GBC418976	GBC418989	765	2
GBC418976	GBC418995	765	6
GBC418976	GBC419006	765	3
GBC418976	GBC419019	765	2
GBC418976	GBC419050	765	1
GBC418976	GBC419639	765	3
GBC418976	GBC420707	765	5
GBC418976	GBC425702	765	5
GBC418976	GBC469870	765	3
GBC418989	GBC418987	2	1
GBC419370	GBC419371	78	2
GBC419370	GBC419373	78	1
GBC419370	GBC420835	78	1
GBC419370	GBC585218	78	1
GBC420468	GBC420456	52	1
GBC420468	GBC420469	52	1
GBC420468	GBC420496	52	1
GBC420468	GBC420544	52	2
GBC420468	GBC420835	52	1
GBC420468	GBC681157	52	1
GBC421499	GBC421372	120	1
GBC421499	GBC421481	120	1
GBC421481	GBC426527	1	1
GBC421499	GBC421518	120	1
GBC421518	GBC681812	1	1
GBC507918	GBC423562	2	1
GBC684743	GBC423562	2323	1
GBC508047	GBC423943	3	2
GBC589559	GBC423943	2743	2
GBC685509	GBC423943	31	2
GBC424928	GBC424965	3	1
GBC425338	GBC425306	6	1
GBC591670	GBC425306	49	1
GBC425338	GBC451006	6	1
GBC425338	GBC508627	6	1
GBC591909	GBC425338	2907	6
GBC425338	GBC687416	6	5
GBC425402	GBC425401	64	1
GBC425403	GBC425401	4	1
GBC425402	GBC425403	64	4
GBC425402	GBC425417	64	1
GBC425402	GBC425428	64	1
GBC425402	GBC425444	64	1
GBC425402	GBC425468	64	4
GBC425893	GBC425838	180	1
GBC425893	GBC425865	180	2
GBC425893	GBC687869	180	1
GBC595382	GBC427679	516	2
GBC429386	GBC427863	5	1
GBC510151	GBC427863	8	1
GBC429386	GBC429394	5	1
GBC429386	GBC429501	5	1
GBC511674	GBC429386	1038	5
GBC429386	GBC691723	5	1
GBC511695	GBC429394	2	1
GBC429501	GBC429503	1	1
GBC511812	GBC429501	2	1
GBC429922	GBC429921	51	1
GBC430479	GBC432395	22	1
GBC433352	GBC432285	364	1
GBC514275	GBC432285	14	1
GBC514313	GBC432339	59	2
GBC514595	GBC432755	11	1
GBC440056	GBC432984	137	3
GBC433352	GBC433152	364	1
GBC433152	GBC433741	1	1
GBC515180	GBC433152	387	1
GBC433266	GBC433280	1	1
GBC433352	GBC433266	364	1
GBC515459	GBC433266	291	1
GBC433352	GBC433302	364	2
GBC433302	GBC433411	2	1
GBC433302	GBC433417	2	1
GBC515555	GBC433302	448	2
GBC433302	GBC601089	2	1
GBC433352	GBC433411	364	1
GBC433352	GBC433417	364	1
GBC433352	GBC433482	364	2
GBC433352	GBC433741	364	1
GBC515721	GBC433352	65708	364
GBC433352	GBC516194	364	1
GBC433352	GBC601103	364	23
GBC433352	GBC695997	364	28
GBC433411	GBC433417	1	1
GBC515941	GBC433411	53	1
GBC515974	GBC433417	28	1
GBC516162	GBC433482	35	2
GBC433654	GBC433568	52	1
GBC440490	GBC433568	33	1
GBC433654	GBC433637	52	1
GBC440728	GBC433637	17	1
GBC433654	GBC433643	52	2
GBC440745	GBC433643	16	2
GBC440770	GBC433654	4229	52
GBC433654	GBC447015	52	3
GBC433654	GBC452794	52	1
GBC516497	GBC433741	88	1
GBC436092	GBC434018	19	1
GBC435690	GBC436709	1	1
GBC437906	GBC435690	2	1
GBC440770	GBC435690	4229	1
GBC436092	GBC436079	19	1
GBC699150	GBC436672	8	1
GBC437906	GBC436709	2	1
GBC440770	GBC436709	4229	1
GBC604730	GBC437772	1468	2
GBC700913	GBC437772	3	2
GBC437906	GBC437909	2	1
GBC440770	GBC437906	4229	2
GBC440781	GBC437909	46	1
GBC438391	GBC1083112	2	1
GBC519147	GBC439306	7	2
GBC605779	GBC439306	10	2
GBC702778	GBC439306	54787	2
GBC439429	GBC439894	1	1
GBC440770	GBC439429	4229	1
GBC440770	GBC439894	4229	1
GBC519647	GBC439987	15	1
GBC440056	GBC440047	137	3
GBC440056	GBC440066	137	4
GBC440056	GBC464912	137	1
GBC440056	GBC703624	137	2
GBC440056	GBC784112	137	1
GBC519876	GBC440276	69	1
GBC440276	GBC606570	1	1
GBC440355	GBC440358	4	1
GBC440770	GBC440355	4229	4
GBC441189	GBC440355	36	4
GBC440781	GBC440358	46	1
GBC441192	GBC440358	2	1
GBC440490	GBC440474	33	1
GBC440728	GBC440474	17	1
GBC440474	GBC441035	1	1
GBC440490	GBC440487	33	1
GBC440766	GBC440487	67	1
GBC440770	GBC440490	4229	33
GBC440490	GBC440979	33	6
GBC440490	GBC441042	33	12
GBC440770	GBC440582	4229	22
GBC440582	GBC440939	22	2
GBC440582	GBC441021	22	1
GBC440770	GBC440661	4229	1
GBC440772	GBC440673	22	1
GBC440770	GBC440709	4229	13
GBC440709	GBC440819	13	1
GBC440709	GBC440836	13	2
GBC440709	GBC441165	13	1
GBC440728	GBC440725	17	1
GBC440766	GBC440725	67	1
GBC440770	GBC440728	4229	17
GBC440728	GBC440802	17	1
GBC440728	GBC441035	17	1
GBC440770	GBC440745	4229	16
GBC440745	GBC440789	16	2
GBC440745	GBC440796	16	1
GBC440755	GBC440760	7	6
GBC440770	GBC440755	4229	7
GBC440781	GBC440755	46	7
GBC440770	GBC440760	4229	6
GBC440781	GBC440760	46	6
GBC440770	GBC440766	4229	67
GBC440766	GBC440776	67	1
GBC440769	GBC440768	5	1
GBC440770	GBC440768	4229	1
GBC440772	GBC440768	22	1
GBC440770	GBC440769	4229	5
GBC440772	GBC440769	22	5
GBC440770	GBC440772	4229	22
GBC440770	GBC440776	4229	1
GBC440770	GBC440781	4229	46
GBC440770	GBC440789	4229	2
GBC440770	GBC440796	4229	1
GBC440770	GBC440802	4229	1
GBC440770	GBC440819	4229	1
GBC440770	GBC440836	4229	2
GBC440770	GBC440858	4229	1
GBC440770	GBC440879	4229	2
GBC440770	GBC440900	4229	2
GBC440770	GBC440939	4229	2
GBC440770	GBC440979	4229	6
GBC440770	GBC441042	4229	12
GBC440770	GBC441189	4229	36
GBC440770	GBC447015	4229	3
GBC440770	GBC452794	4229	1
GBC440770	GBC465317	4229	40
GBC440770	GBC520095	4229	1
GBC440770	GBC704051	4229	1
GBC440770	GBC784508	4229	2
GBC440781	GBC441192	46	2
GBC440789	GBC440796	2	1
GBC440789	GBC465323	2	1
GBC440836	GBC440819	2	1
GBC440819	GBC447021	1	1
GBC440879	GBC440858	2	1
GBC440900	GBC440858	2	1
GBC440879	GBC440900	2	2
GBC441042	GBC440979	12	6
GBC441042	GBC441021	12	1
GBC441042	GBC441035	12	1
GBC441189	GBC441165	36	1
GBC441189	GBC441192	36	2
GBC441189	GBC465468	36	1
GBC442724	GBC441753	23	1
GBC442722	GBC442367	2101	1
GBC442577	GBC442608	1	1
GBC442722	GBC442577	2101	1
GBC443023	GBC442577	10	1
GBC442722	GBC442608	2101	1
GBC443023	GBC442608	10	1
GBC607902	GBC442627	7	1
GBC442664	GBC442653	14	1
GBC442705	GBC442653	14	1
GBC442664	GBC442660	14	1
GBC442718	GBC442660	13	1
GBC442722	GBC442664	2101	14
GBC442664	GBC442777	14	1
GBC442685	GBC442693	2	2
GBC442722	GBC442685	2101	2
GBC442766	GBC442685	34	2
GBC442722	GBC442693	2101	2
GBC442766	GBC442693	34	2
GBC442705	GBC785803	14	1
GBC442722	GBC442705	2101	14
GBC442705	GBC442749	14	1
GBC442722	GBC442713	2101	13
GBC442713	GBC442735	13	1
GBC442722	GBC442718	2101	13
GBC442718	GBC442727	13	3
GBC442721	GBC442720	3	1
GBC442722	GBC442720	2101	1
GBC442724	GBC442720	23	1
GBC442722	GBC442721	2101	3
GBC442724	GBC442721	23	3
GBC442722	GBC443023	2101	10
GBC442722	GBC445797	2101	1
GBC442722	GBC447173	2101	2
GBC442722	GBC448420	2101	6
GBC442722	GBC466883	2101	7
GBC442722	GBC705363	2101	1
GBC442722	GBC785808	2101	1
GBC442722	GBC442724	2101	23
GBC442722	GBC442727	2101	3
GBC442722	GBC442735	2101	1
GBC442722	GBC442749	2101	1
GBC442722	GBC442766	2101	34
GBC442722	GBC442777	2101	1
GBC442722	GBC442868	2101	1
GBC442722	GBC442881	2101	1
GBC442722	GBC442935	2101	2
GBC442724	GBC448421	23	2
GBC442724	GBC466884	23	1
GBC442724	GBC442767	23	1
GBC442766	GBC442767	34	1
GBC442868	GBC442881	1	1
GBC609628	GBC444311	8	1
GBC444337	GBC706979	1	1
GBC444909	GBC444921	18	1
GBC444909	GBC444930	18	1
GBC444909	GBC469719	18	14
GBC444909	GBC609935	18	2
GBC445025	GBC446652	12	2
GBC522216	GBC445232	60	1
GBC445541	GBC445453	13	1
GBC445453	GBC445709	1	1
GBC445541	GBC445709	13	1
GBC445541	GBC470046	13	1
GBC447173	GBC445797	2	1
GBC446763	GBC523097	5	1
GBC790021	GBC446763	6187	5
GBC446763	GBC1088166	5	3
GBC446988	GBC447102	1	1
GBC447015	GBC447021	3	1
GBC447015	GBC452794	3	1
GBC448420	GBC448421	6	2
GBC711297	GBC449049	29	1
GBC613521	GBC449450	108	1
GBC450531	GBC450019	68	1
GBC450397	GBC450427	8	1
GBC450531	GBC450484	68	1
GBC615276	GBC451006	3	1
GBC452092	GBC794657	8	1
GBC454154	GBC454152	3	1
GBC526863	GBC454513	4	1
GBC527469	GBC455209	80	1
GBC455892	GBC455894	1	1
GBC462290	GBC455894	33	1
GBC456166	GBC456160	4	1
GBC528508	GBC456160	3	1
GBC528519	GBC456166	441	4
GBC456166	GBC620692	4	1
GBC457526	GBC457551	8	1
GBC623461	GBC457867	1936	6
GBC719493	GBC457867	10	6
GBC459010	GBC458959	18	1
GBC459906	GBC459905	15	1
GBC459905	GBC459908	1	1
GBC459906	GBC459908	15	1
GBC461737	GBC461748	1	1
GBC462290	GBC461748	33	1
GBC462290	GBC464160	33	1
GBC463912	GBC463656	60	1
GBC463912	GBC463892	60	1
GBC463912	GBC463900	60	1
GBC463912	GBC464045	60	1
GBC463912	GBC803417	60	1
GBC464510	GBC464410	27	2
GBC464510	GBC464506	27	1
GBC464510	GBC464548	27	1
GBC465317	GBC465323	40	1
GBC465317	GBC465468	40	1
GBC465631	GBC465632	1	1
GBC466883	GBC466884	7	1
GBC467456	GBC467483	14	1
GBC469303	GBC468991	54	3
GBC469303	GBC469272	54	2
GBC469303	GBC469285	54	1
GBC469669	GBC469605	79	1
GBC539183	GBC469605	195	1
GBC469669	GBC469703	79	1
GBC539360	GBC469669	11681	79
GBC469669	GBC633969	79	6
GBC539540	GBC469703	61	1
GBC541960	GBC471932	4	1
GBC474016	GBC473651	54	1
GBC474130	GBC473767	31	2
GBC474016	GBC474013	54	3
GBC474016	GBC474014	54	1
GBC474016	GBC475454	54	1
GBC474016	GBC474039	54	1
GBC474130	GBC474127	31	1
GBC474130	GBC734389	31	1
GBC543633	GBC474558	4	2
GBC642059	GBC475554	3	1
GBC547245	GBC477660	2457	1
GBC644692	GBC477660	15	1
GBC479309	GBC478088	980	1
GBC489643	GBC478259	1801	2
GBC478259	GBC497143	2	1
GBC479092	GBC479106	14	1
GBC479309	GBC479092	980	14
GBC479092	GBC479612	14	2
GBC479092	GBC479691	14	1
GBC479106	GBC479362	1	1
GBC479309	GBC479218	980	21
GBC479218	GBC479532	21	4
GBC479218	GBC479577	21	1
GBC479293	GBC479248	12	1
GBC479309	GBC479293	980	12
GBC479293	GBC479315	12	3
GBC479293	GBC529160	12	1
GBC479309	GBC479297	980	1
GBC479297	GBC479312	1	1
GBC479309	GBC479303	980	1
GBC479309	GBC479307	980	1
GBC479307	GBC479310	1	1
GBC479309	GBC479310	980	1
GBC479309	GBC479312	980	1
GBC479309	GBC479315	980	3
GBC479309	GBC479328	980	1
GBC479309	GBC479335	980	1
GBC479309	GBC479348	980	1
GBC479309	GBC479362	980	1
GBC479309	GBC479382	980	1
GBC479309	GBC479532	980	4
GBC479309	GBC479577	980	1
GBC479309	GBC479612	980	2
GBC479309	GBC479691	980	1
GBC479309	GBC498745	980	1
GBC479309	GBC549126	980	2
GBC479310	GBC479313	1	1
GBC479312	GBC479313	1	1
GBC479532	GBC479577	4	1
GBC479612	GBC479691	2	1
GBC479612	GBC529249	2	1
GBC481233	GBC481249	48	1
GBC481233	GBC502831	48	41
GBC515721	GBC481233	65708	48
GBC481233	GBC516194	48	1
GBC530909	GBC481233	663	48
GBC515887	GBC481249	311	1
GBC530952	GBC481249	5	1
GBC482528	GBC482520	33	1
GBC482528	GBC482523	33	1
GBC484628	GBC484539	5	1
GBC485120	GBC485121	1	1
GBC498319	GBC485120	1881	1
GBC485121	GBC498320	1	1
GBC489643	GBC486939	1801	1
GBC492139	GBC486939	3	1
GBC487652	GBC494920	1	1
GBC825988	GBC487652	31	1
GBC1125180	GBC487652	11	1
GBC488568	GBC1126285	11	6
GBC489645	GBC489308	3	1
GBC489398	GBC489394	41	1
GBC489639	GBC489394	36	1
GBC489394	GBC497077	1	1
GBC489398	GBC489396	41	1
GBC489643	GBC489398	1801	41
GBC489398	GBC489847	41	5
GBC489398	GBC489871	41	1
GBC489398	GBC561416	41	1
GBC489643	GBC489524	1801	2
GBC489793	GBC489524	5	2
GBC489645	GBC489603	3	1
GBC489643	GBC489639	1801	36
GBC489639	GBC489645	36	3
GBC489639	GBC489646	36	2
GBC489639	GBC828307	36	1
GBC489643	GBC489644	1801	1
GBC489643	GBC489645	1801	3
GBC489643	GBC489646	1801	2
GBC489643	GBC489653	1801	5
GBC489643	GBC489687	1801	1
GBC489643	GBC489708	1801	2
GBC489643	GBC489737	1801	2
GBC489643	GBC489793	1801	5
GBC489643	GBC489847	1801	5
GBC489643	GBC489871	1801	1
GBC489643	GBC489994	1801	2
GBC489643	GBC490502	1801	1
GBC489643	GBC491038	1801	2
GBC489643	GBC491600	1801	1
GBC489643	GBC492139	1801	3
GBC489643	GBC497143	1801	1
GBC489643	GBC505278	1801	2
GBC489643	GBC521662	1801	1
GBC489643	GBC538591	1801	4
GBC489643	GBC561452	1801	3
GBC489643	GBC828308	1801	2
GBC489644	GBC490503	1	1
GBC489645	GBC489646	3	2
GBC489684	GBC489687	1	1
GBC489687	GBC489753	1	1
GBC489687	GBC561458	1	1
GBC489708	GBC489760	2	1
GBC489708	GBC489812	2	1
GBC489708	GBC490020	2	1
GBC489737	GBC489753	2	1
GBC489737	GBC489760	2	1
GBC489737	GBC538606	2	1
GBC489793	GBC489812	5	1
GBC489793	GBC491636	5	1
GBC489793	GBC561468	5	1
GBC489847	GBC489871	5	1
GBC489994	GBC490020	2	1
GBC561783	GBC490193	26202	7
GBC657164	GBC490193	78	7
GBC490502	GBC490503	1	1
GBC491038	GBC490502	2	1
GBC490502	GBC491600	1	1
GBC506047	GBC491000	6	2
GBC491000	GBC522028	2	1
GBC539360	GBC491000	11681	2
GBC491038	GBC491600	2	1
GBC491600	GBC491636	1	1
GBC491600	GBC493998	1	1
GBC492819	GBC491960	12	1
GBC492139	GBC493998	3	1
GBC492139	GBC563507	3	1
GBC492139	GBC658248	3	1
GBC492819	GBC492714	12	1
GBC495926	GBC494591	22	1
GBC494705	GBC494704	6	1
GBC494920	GBC832419	1	1
GBC495681	GBC495655	21	1
GBC495681	GBC495661	21	1
GBC498025	GBC496823	11	1
GBC497143	GBC567951	1	1
GBC498202	GBC497368	22	1
GBC1132692	GBC497420	516	1
GBC497699	GBC497710	3	1
GBC498319	GBC497699	1881	3
GBC497710	GBC497711	1	1
GBC498427	GBC497710	3	1
GBC497834	GBC508627	1	1
GBC568757	GBC497834	56	1
GBC497834	GBC663535	1	1
GBC498121	GBC497950	18	1
GBC498025	GBC497950	11	1
GBC497950	GBC498060	1	1
GBC498025	GBC498031	11	1
GBC498025	GBC498060	11	1
GBC498319	GBC498025	1881	11
GBC498025	GBC498566	11	4
GBC498025	GBC543572	11	2
GBC498031	GBC498346	1	1
GBC498510	GBC498060	6	1
GBC498121	GBC498097	18	1
GBC498252	GBC498097	17	1
GBC498121	GBC498120	18	1
GBC498318	GBC498120	5	1
GBC498121	GBC499879	18	1
GBC498319	GBC498121	1881	18
GBC498121	GBC498510	18	6
GBC498319	GBC498202	1881	22
GBC498202	GBC498471	22	4
GBC498202	GBC498499	22	1
GBC498319	GBC498252	1881	17
GBC498252	GBC498443	17	2
GBC498252	GBC498458	17	1
GBC498319	GBC498294	1881	9
GBC498294	GBC508748	9	1
GBC498313	GBC498315	1	1
GBC498319	GBC498313	1881	1
GBC498313	GBC498341	1	1
GBC498319	GBC498315	1881	1
GBC498315	GBC498343	1	1
GBC498319	GBC498318	1881	5
GBC498318	GBC498320	5	1
GBC498318	GBC498470	5	1
GBC498318	GBC543632	5	1
GBC498319	GBC498320	1881	1
GBC498319	GBC498346	1881	1
GBC498319	GBC498370	1881	4
GBC498319	GBC498427	1881	3
GBC498319	GBC498443	1881	2
GBC498319	GBC498458	1881	1
GBC498319	GBC498471	1881	4
GBC498319	GBC498499	1881	1
GBC498319	GBC498510	1881	6
GBC498319	GBC498566	1881	4
GBC498319	GBC498708	1881	2
GBC498319	GBC498882	1881	1
GBC498319	GBC498997	1881	2
GBC498319	GBC499946	1881	3
GBC498319	GBC543633	1881	4
GBC498319	GBC1133344	1881	2
GBC498341	GBC498343	1	1
