id	top_neigh_count	top2_neigh_count
GBC754768	1548	58
GBC754802	135	58
GBC756226	5	3
GBC756605	407	245
GBC757012	2565	1
GBC757014	1	1
GBC758672	231	1
GBC761089	43	2
GBC761886	4285	1
GBC761910	53	38
GBC761922	4285	1
GBC762000	4285	2
GBC762003	20	19
GBC762407	53	20
GBC764547	1	1
GBC765673	4285	1
GBC768183	4	3
GBC768315	4	3
GBC768320	529	1
GBC768549	407	2
GBC768747	1	1
GBC769740	3	1
GBC769741	376	1
GBC769782	529	1
GBC769867	529	1
GBC769918	376	1
GBC769921	6	4
GBC770026	529	1
GBC770038	6	4
GBC773139	1	1
GBC773520	407	4
GBC773530	407	223
GBC773534	407	8
GBC773540	407	7
GBC773541	407	68
GBC773545	407	5
GBC773550	407	22
GBC773590	407	91
GBC773624	407	21
GBC773663	407	8
GBC773674	407	11
GBC775718	4	2
GBC778654	10	5
GBC778986	195	1
GBC781483	3	3
GBC782042	10	5
GBC782050	579	1
GBC782474	195	1
GBC782479	2	1
GBC784611	228	1
GBC789725	71	68
GBC789738	71	1
GBC789754	71	7
GBC789870	1	1
GBC789938	6187	1
GBC790001	68	7
GBC790013	6187	1
GBC790021	71	68
GBC790079	68	7
GBC790089	7	1
GBC790092	7	7
GBC790233	71	9
GBC790683	68	3
GBC790692	6187	2
GBC794303	1	1
GBC795055	71	7
GBC795110	68	7
GBC795127	7	7
GBC795128	1	1
GBC797637	6	6
GBC800822	463	1
GBC801089	228	1
GBC807958	7	1
GBC808381	71	7
GBC808402	7	3
GBC808418	2	1
GBC808456	2	1
GBC808466	7	1
GBC808473	7	7
GBC808498	8	7
GBC808558	9	7
GBC808562	2	2
GBC810194	2565	1
GBC810280	21	19
GBC810287	19	1
GBC810294	19	4
GBC810297	21	2
GBC810298	2565	1
GBC810301	2565	1
GBC810302	21	19
GBC810313	2565	1
GBC810327	2565	1
GBC810331	4	1
GBC810336	3	1
GBC810366	4	1
GBC810435	19	3
GBC810457	3	1
GBC812843	1	1
GBC813647	2	1
GBC813663	2	1
GBC815228	245	2
GBC816522	2	1
GBC823847	1	1
GBC824087	563	10
GBC825984	293	31
GBC825987	181	31
GBC825993	624	31
GBC828307	36	2
GBC830413	1	1
GBC830967	154	131
GBC830990	2895	154
GBC830994	1764	154
GBC831049	1548	154
GBC831220	1511	154
GBC831398	1432	154
GBC832419	194	31
GBC832552	245	223
GBC832563	245	4
GBC832564	245	5
GBC832566	245	87
GBC832574	245	18
GBC832577	1	1
GBC835448	2	1
GBC836695	1	1
GBC837403	1	1
GBC839576	18	9
GBC842520	223	14
GBC842810	87	4
GBC842877	223	8
GBC842880	223	5
GBC842901	11	5
GBC842903	407	258
GBC842931	87	68
GBC842955	7	2
GBC842975	18	7
GBC842981	87	18
GBC842982	22	18
GBC842991	108	7
GBC842999	108	11
GBC843016	109	2
GBC843025	109	87
GBC843033	109	108
GBC843046	223	91
GBC843057	91	87
GBC843059	2	1
GBC843073	108	91
GBC843081	109	91
GBC843115	21	18
GBC843120	109	21
GBC843163	8	5
GBC843165	87	8
GBC843180	91	8
GBC843190	223	11
GBC843206	18	11
GBC843293	18	14
GBC843320	1	1
GBC844700	195	1
GBC844702	3	1
GBC844719	3	3
GBC844723	195	1
GBC844843	223	2
GBC845384	7	5
GBC845395	91	5
GBC845413	8	5
GBC845450	14	5
GBC845451	1	1
GBC846994	2	2
GBC847494	1	1
GBC848505	579	1
GBC849509	347	1
GBC850211	1	1
GBC851147	448	41
GBC851148	1	1
GBC851816	2	1
GBC852516	1	1
GBC852895	1	1
GBC853347	579	1
GBC853365	10	5
GBC853366	579	1
GBC853789	1	1
GBC854487	347	1
GBC854526	5	5
GBC854528	347	1
GBC854563	347	1
GBC854568	6	5
GBC856433	1	1
GBC862867	1	1
GBC862872	2	2
GBC863304	1	1
GBC870712	463	1
GBC870770	12	4
GBC872321	1	1
GBC872590	1	1
GBC876076	2	1
GBC876475	2	2
GBC876568	2	1
GBC876681	3	1
GBC877238	1	1
GBC879087	5	4
GBC879102	410	1
GBC879261	4	1
GBC879268	410	1
GBC879454	410	1
GBC879457	1	1
GBC884301	17	2
GBC886704	76	35
GBC886948	5026	65
GBC886953	75	65
GBC887119	1432	65
GBC888292	80	33
GBC888295	80	30
GBC888297	80	2
GBC888924	2	1
GBC889815	76	38
GBC890098	1	1
GBC890130	76	65
GBC890139	76	46
GBC890663	5026	65
GBC890760	1550	65
GBC890772	1481	65
GBC890942	1511	65
GBC891136	1432	65
GBC892058	1	1
GBC892235	180	31
GBC892517	5026	31
GBC892652	1764	31
GBC892670	1550	31
GBC892680	1303	31
GBC892712	1548	31
GBC892950	1511	31
GBC893242	1432	31
GBC893250	11	1
GBC893848	36	30
GBC893852	2819	1
GBC893854	13	1
GBC894160	172	65
GBC894168	193	65
GBC894200	65	17
GBC894457	1432	65
GBC894766	3	2
GBC894814	1	1
GBC895645	3	2
GBC895657	5026	28
GBC895801	1764	28
GBC895826	1550	28
GBC895919	568	28
GBC895944	217	28
GBC896000	28	17
GBC896079	220	28
GBC896970	5026	62
GBC897427	150	131
GBC897444	172	150
GBC897452	1764	150
GBC897474	1550	150
GBC897490	1481	150
GBC897507	1548	150
GBC897566	217	150
GBC897696	16	2
GBC897761	5026	63
GBC897777	193	63
GBC898002	180	75
GBC898027	1764	180
GBC898043	1550	180
GBC898051	1303	180
GBC898057	8	1
GBC898455	5026	46
GBC898480	1550	46
GBC898752	1481	12
GBC898858	5026	157
GBC898940	5026	119
GBC898967	5026	75
GBC898984	5026	118
GBC898996	5026	2895
GBC898998	5026	213
GBC899001	5026	1764
GBC899003	5026	292
GBC899005	5026	178
GBC899020	5026	249
GBC899025	49	9
GBC899028	5026	193
GBC899029	7	7
GBC899036	5026	1550
GBC899057	49	6
GBC899061	5026	1303
GBC899097	49	11
GBC899101	5026	1481
GBC899102	12	11
GBC899116	11	8
GBC899155	5026	1548
GBC899172	6	1
GBC899235	2895	157
GBC899248	1550	157
GBC899258	1303	157
GBC899328	1764	121
GBC899349	1550	121
GBC899359	1303	121
GBC899389	2895	119
GBC899429	2895	131
GBC899433	1764	131
GBC899449	1550	131
GBC899459	2895	75
GBC899468	148	118
GBC899479	148	131
GBC899501	2895	118
GBC899514	213	172
GBC899525	2895	213
GBC899528	2895	1764
GBC899531	5026	2895
GBC899537	1764	292
GBC899541	1764	178
GBC899549	1764	26
GBC899556	2895	249
GBC899561	1764	249
GBC899566	2895	193
GBC899569	193	131
GBC899571	1764	193
GBC899574	292	193
GBC899577	1764	118
GBC899581	2895	1550
GBC899583	1550	213
GBC899586	1764	1550
GBC899602	1550	249
GBC899607	9	3
GBC899610	1550	193
GBC899612	3	3
GBC899614	1303	118
GBC899622	2895	1303
GBC899624	1303	213
GBC899627	1764	1303
GBC899631	1303	178
GBC899645	9	6
GBC899647	1303	193
GBC899650	6	2
GBC899654	1550	1303
GBC899670	1481	148
GBC899672	4	1
GBC899675	1481	118
GBC899681	2895	1481
GBC899684	1481	131
GBC899686	1764	1481
GBC899689	1481	178
GBC899701	1481	249
GBC899706	1481	193
GBC899714	1550	1481
GBC899728	7	6
GBC899730	3	3
GBC899732	1481	1303
GBC899738	6	4
GBC899749	1548	131
GBC899760	1548	148
GBC899770	2895	1548
GBC899772	1548	213
GBC899775	1764	1548
GBC899778	1548	178
GBC899793	1548	193
GBC899801	1550	1548
GBC899815	6	5
GBC899823	1548	1303
GBC899824	13	8
GBC899848	1548	1481
GBC899869	1	1
GBC899871	9	5
GBC899882	568	157
GBC899943	2895	568
GBC899968	3	1
GBC899971	6	3
GBC899987	1303	568
GBC900064	217	118
GBC900066	2895	217
GBC900072	217	193
GBC900079	1481	217
GBC900083	1548	217
GBC900169	5026	17
GBC900254	1303	17
GBC900346	5026	135
GBC900363	148	135
GBC900370	1764	135
GBC900376	1550	135
GBC900384	1548	135
GBC900388	568	135
GBC900442	7	1
GBC900464	9	1
GBC900476	5026	220
GBC900477	7	7
GBC900502	2	1
GBC900517	2895	220
GBC900518	9	6
GBC900522	1764	220
GBC900524	292	220
GBC900533	9	9
GBC900536	220	193
GBC900538	7	3
GBC900540	9	3
GBC900542	1550	220
GBC900551	13	6
GBC900558	1481	220
GBC900559	12	9
GBC900564	9	8
GBC900570	1548	220
GBC900599	568	220
GBC900609	9	3
GBC900622	220	217
GBC900623	2	1
GBC900660	1511	49
GBC900696	1511	46
GBC900857	5026	1511
GBC900858	14	7
GBC900979	1511	121
GBC901000	1511	131
GBC901005	1511	75
GBC901009	1511	148
GBC901015	1511	118
GBC901018	1511	172
GBC901021	2895	1511
GBC901023	1511	213
GBC901024	1511	131
GBC901026	1764	1511
GBC901030	1511	178
GBC901038	1511	249
GBC901043	1511	193
GBC901047	16	3
GBC901050	1550	1511
GBC901051	18	16
GBC901063	11	6
GBC901067	1511	1303
GBC901090	1511	1481
GBC901122	1548	1511
GBC901123	14	11
GBC901150	14	11
GBC901208	1511	217
GBC901261	1511	17
GBC901311	1511	135
GBC901315	16	2
GBC901354	7	5
GBC901355	1	1
GBC901363	1511	220
GBC901366	10	7
GBC901367	16	5
GBC901377	11	8
GBC901689	5026	1432
GBC901799	1432	131
GBC901806	1432	75
GBC901810	1432	148
GBC901815	1432	118
GBC901817	1432	172
GBC901822	2895	1432
GBC901824	1432	213
GBC901825	1432	131
GBC901827	1764	1432
GBC901842	9	6
GBC901844	1432	193
GBC901845	9	6
GBC901852	1550	1432
GBC901865	1432	1303
GBC901866	13	10
GBC901880	11	7
GBC901884	1481	1432
GBC901889	1	1
GBC901895	11	10
GBC901899	2	1
GBC901906	14	4
GBC901910	1548	1432
GBC901911	14	9
GBC901931	14	10
GBC901956	1432	568
GBC901971	2	1
GBC901972	1	1
GBC902072	1432	220
GBC902077	10	5
GBC902078	1	1
GBC902083	2	1
GBC902085	5	3
GBC902181	7	4
GBC902184	1511	1432
GBC902199	11	10
GBC902219	14	11
GBC902323	7	5
GBC903024	881	31
GBC903677	20	13
GBC903869	881	65
GBC904899	1	1
GBC904923	881	28
GBC905642	1	1
GBC905951	881	63
GBC906141	5026	881
GBC906150	7	3
GBC906154	6	3
GBC906171	11	10
GBC906177	2	1
GBC906244	881	131
GBC906245	6	1
GBC906249	881	148
GBC906254	2895	881
GBC906256	881	213
GBC906259	1764	881
GBC906261	881	292
GBC906268	881	249
GBC906271	881	193
GBC906278	1550	881
GBC906288	1303	881
GBC906294	1	1
GBC906295	8	6
GBC906308	1481	881
GBC906314	10	4
GBC906318	10	8
GBC906336	1548	881
GBC906337	8	7
GBC906350	8	7
GBC906386	881	217
GBC906409	3	2
GBC906417	881	17
GBC906499	881	220
GBC906505	6	2
GBC906610	9	3
GBC906613	1511	881
GBC906614	14	9
GBC906882	1432	881
GBC906890	8	6
GBC908178	1	1
GBC908575	2	1
GBC909108	43	36
GBC909130	43	30
GBC909161	2	1
GBC909165	190	1
GBC909380	190	1
GBC909389	4	2
GBC910818	38	35
GBC910957	65	35
GBC912276	2	1
GBC912392	36	30
GBC912393	5943	2
GBC912430	34	1
GBC912475	33	30
GBC912487	80	48
GBC912526	37	21
GBC912777	1	1
GBC913318	1	1
GBC913613	1	1
GBC913738	55	38
GBC913741	46	38
GBC913869	65	20
GBC913993	46	33
GBC914022	76	65
GBC914038	48	3
GBC914089	48	1
GBC914221	55	8
GBC915311	718	5
GBC916736	1	1
GBC917198	23	5
GBC918652	262	1
GBC918888	1	1
GBC919850	1481	11
GBC920602	1	1
GBC923228	5	1
GBC923549	3	2
GBC923977	20	1
GBC924237	10	1
GBC924730	1	1
GBC927156	4	4
GBC927727	1	1
GBC927912	41	23
GBC929387	1	1
GBC932853	8	2
GBC932858	5026	145
GBC932881	2895	145
GBC932894	1550	145
GBC932900	1548	145
GBC933028	1511	145
GBC933065	12	1
GBC933237	1432	145
GBC933317	12	3
GBC933731	10	1
GBC933772	1	1
GBC933861	19	14
GBC934169	1148	1
GBC934268	6	6
GBC934271	1148	1
GBC934593	1	1
GBC935831	7	3
GBC937494	7	5
GBC937860	1039	1
GBC937920	1039	1
GBC937964	14	1
GBC937971	1039	1
GBC937972	14	11
GBC940390	6	1
GBC941870	1	1
GBC941871	1039	1
GBC942027	2	1
GBC942028	310	65
GBC942395	1	1
GBC942781	2	1
GBC942844	2	1
GBC943348	13	1
GBC943464	13	1
GBC943860	1	1
GBC945798	10	2
GBC946506	1	1
GBC946947	11	3
GBC946968	310	31
GBC948595	2	1
GBC949017	11	3
GBC949021	2	1
GBC950141	1	1
GBC950400	310	150
GBC950408	5	1
GBC950582	310	63
GBC950657	310	180
GBC950863	5026	310
GBC950871	11	10
GBC950873	11	1
GBC950876	11	5
GBC950879	2	1
GBC950882	11	11
GBC950884	1	1
GBC950889	11	5
GBC950926	310	75
GBC950947	2895	310
GBC950951	1764	310
GBC950958	310	26
GBC950969	310	193
GBC950971	10	3
GBC950973	11	3
GBC950975	1550	310
GBC950976	18	4
GBC950982	10	3
GBC950985	1303	310
GBC950986	13	5
GBC951001	1481	310
GBC951002	12	7
GBC951018	1548	310
GBC951034	9	7
GBC951052	568	310
GBC951053	4	3
GBC951074	5	3
GBC951155	1	1
GBC951182	17	11
GBC951183	3	1
GBC951204	310	220
GBC951205	17	6
GBC951212	2	1
GBC951213	17	2
GBC951225	17	9
GBC951226	3	2
GBC951318	11	10
GBC951336	1511	310
GBC951353	1	1
GBC951354	14	10
GBC951358	11	10
GBC951416	12	7
GBC951464	3	1
GBC951468	2	1
GBC951597	1	1
GBC951611	1432	310
GBC951618	10	9
GBC951620	9	5
GBC951688	1	1
GBC951721	10	9
GBC953192	6	2
GBC953267	1	1
GBC953407	284	1
GBC954196	3	1
GBC955835	11	11
GBC955836	3	2
GBC955841	3	1
GBC955849	881	310
GBC955858	11	8
GBC955860	11	10
GBC955867	11	7
GBC955955	3	1
GBC957591	472	1
GBC958132	866	72
GBC958723	1	1
GBC961471	3	1
GBC964999	1	1
GBC966137	1	1
GBC966617	17	6
GBC966983	17	11
GBC966991	866	718
GBC967328	1	1
GBC967583	212	1
GBC967675	576	1
GBC968200	1	1
GBC968421	11	6
GBC968426	866	500
GBC968847	866	477
GBC968859	866	15
GBC968878	866	44
GBC968879	866	16
GBC968881	866	265
GBC968921	866	40
GBC968927	866	32
GBC968974	866	301
GBC969097	866	19
GBC969199	3	2
GBC971616	1	1
GBC971916	1008	180
GBC972142	1008	12
GBC972241	5026	1008
GBC972399	1008	131
GBC972413	1008	148
GBC972416	1008	118
GBC972419	1008	172
GBC972426	2895	1008
GBC972431	1764	1008
GBC972432	1008	292
GBC972433	12	2
GBC972439	1008	26
GBC972448	1008	193
GBC972454	1550	1008
GBC972468	1303	1008
GBC972493	1481	1008
GBC972505	15	9
GBC972538	1548	1008
GBC972601	1008	568
GBC972663	1008	17
GBC972753	1008	220
GBC972756	5	1
GBC972764	9	9
GBC972944	10	2
GBC972952	1511	1008
GBC973355	1432	1008
GBC973464	12	5
GBC973465	1	1
GBC974751	12	6
GBC974779	472	1
GBC975163	20	12
GBC975264	866	750
GBC975266	1	1
GBC977323	2	1
GBC978260	1008	881
GBC978753	1	1
GBC979083	1	1
GBC979505	718	72
GBC980243	1	1
GBC980826	500	72
GBC985047	48	2
GBC985051	48	21
GBC985462	301	41
GBC986625	3	3
GBC987347	52	48
GBC987348	52	33
GBC987351	52	28
GBC988249	718	500
GBC988706	718	16
GBC988720	718	477
GBC988722	7	1
GBC988749	718	22
GBC988753	718	16
GBC988755	718	265
GBC988794	718	32
GBC988814	718	392
GBC988839	718	301
GBC988841	1	1
GBC988922	718	55
GBC989364	2	2
GBC990227	500	5
GBC990285	500	477
GBC990312	500	17
GBC990318	500	265
GBC990325	500	10
GBC990342	500	5
GBC990369	500	392
GBC990412	500	301
GBC990512	1	1
GBC990601	500	19
GBC990918	90	3
GBC990983	55	18
GBC991391	477	9
GBC991395	477	19
GBC991418	477	23
GBC991452	15	6
GBC991459	19	13
GBC991484	19	18
GBC991488	866	750
GBC991501	22	16
GBC991513	19	6
GBC991538	23	19
GBC991543	23	16
GBC991544	1	1
GBC991562	41	22
GBC991680	32	13
GBC991694	32	16
GBC991705	32	23
GBC991734	477	392
GBC991751	392	19
GBC991757	392	16
GBC991758	392	265
GBC991793	392	40
GBC991798	392	32
GBC991825	477	301
GBC991861	301	16
GBC991864	301	265
GBC991874	301	23
GBC991916	392	301
GBC992098	477	55
GBC992203	477	19
GBC992232	22	19
GBC992233	19	8
GBC992235	19	16
GBC992252	23	19
GBC992312	392	19
GBC992395	6	3
GBC992539	3	2
GBC992540	529	1
GBC992768	1	1
GBC992858	477	39
GBC993489	1	1
GBC993876	9	8
GBC994203	500	50
GBC994623	50	19
GBC995878	41	12
GBC995886	301	12
GBC997082	750	718
GBC997929	2	1
GBC998019	750	500
GBC998448	750	41
GBC998462	750	477
GBC998492	750	8
GBC998497	750	265
GBC998511	750	23
GBC998532	750	40
GBC998567	750	392
GBC998606	750	301
GBC998748	1	1
GBC998792	3	1
GBC998844	750	19
GBC998846	1	1
GBC999744	750	8
GBC1000502	7	5
GBC1001459	750	12
GBC1001701	7	5
GBC1003554	1	1
GBC1003917	1	1
GBC1004446	1009	25
GBC1006189	55	1
GBC1007906	369	25
GBC1007961	587	25
GBC1008028	1	1
GBC1009072	243	22
GBC1009163	315	22
GBC1009171	22	13
GBC1009180	22	13
GBC1010271	718	97
GBC1011375	477	97
GBC1011387	97	44
GBC1011388	97	16
GBC1011413	97	40
GBC1012325	3	1
GBC1012645	97	50
GBC1014945	12	2
GBC1014971	12	1
GBC1014972	12	3
GBC1014981	12	5
GBC1015082	12	9
GBC1015086	2	1
GBC1015088	1	1
GBC1015400	12	3
GBC1016683	1	1
GBC1019135	1	1
GBC1019807	1	1
GBC1020700	1	1
GBC1026406	2	1
GBC1027353	458	25
GBC1033931	1008	310
GBC1034023	17	5
GBC1034024	1	1
GBC1034027	1	1
GBC1034037	2	2
GBC1034038	1	1
GBC1034154	2	1
GBC1034163	12	7
GBC1034180	1	1
GBC1034206	1	1
GBC1034209	2	1
GBC1034698	2	1
GBC1034699	173	1
GBC1034724	173	1
GBC1034733	173	1
GBC1034736	2	1
GBC1035102	18	6
GBC1035116	6	1
GBC1035233	472	1
GBC1035484	750	43
GBC1037732	11	10
GBC1040164	103	1
GBC1043348	26	3
GBC1046687	33	31
GBC1046742	33	3
GBC1046755	2253	1
GBC1048849	45	3
GBC1049691	8	1
GBC1056520	306	1
GBC1056521	4	1
GBC1057342	1	1
GBC1057539	2	1
GBC1057540	75	8
GBC1057781	17	3
GBC1057783	516	1
GBC1058878	6	4
GBC1058889	6	2
GBC1060364	4285	2
GBC1060381	33	20
GBC1060553	53	33
GBC1064240	26	14
GBC1064255	2253	1
GBC1064524	31	14
GBC1064528	31	3
GBC1064538	2253	1
GBC1064590	10	8
GBC1064641	2253	1
GBC1064681	2253	1
GBC1064698	34	33
GBC1064854	34	8
GBC1064865	34	31
GBC1065714	2253	1
GBC1065722	31	21
GBC1068694	1	1
GBC1069180	2	1
GBC1072535	4	4
GBC1072560	306	1
GBC1072593	306	1
GBC1072602	1	1
GBC1073029	33	1
GBC1074075	1	1
GBC1077686	50	42
GBC1080887	2	1
GBC1081659	4	1
GBC1081667	71	1
GBC1082058	50	28
GBC1082066	50	19
GBC1082075	3290	1
GBC1088177	7	3
GBC1089614	1	1
GBC1090402	1	1
GBC1091056	2	1
GBC1091109	75	43
GBC1091113	2	1
GBC1091114	75	54
GBC1091122	75	25
GBC1091123	6609	2
GBC1091588	440	1
GBC1091622	13	1
GBC1095003	33	4
GBC1097326	1	1
GBC1098807	2	1
GBC1101588	32	25
GBC1101628	6	5
GBC1101807	2	1
GBC1102693	1	1
GBC1104790	1	1
GBC1105595	2	1
GBC1108144	7	3
GBC1108146	1	1
GBC1108148	2	1
GBC1109590	8	4
GBC1110179	6	5
GBC1111517	2	1
GBC1112482	3	2
GBC1112483	124	1
GBC1112484	124	1
GBC1112485	3	2
GBC1112514	124	1
GBC1112609	9	6
GBC1117733	2	1
GBC1120368	2	1
GBC1121314	1	1
GBC1121317	61	1
GBC1123393	5	1
GBC1125173	293	11
GBC1125176	11	7
GBC1125178	181	11
GBC1126299	1	1
GBC1126708	3	1
GBC1130338	258	245
GBC1132344	102	8
GBC1132664	516	1
GBC1132687	516	1
GBC1132692	17	6
GBC1133861	6	2
GBC1133874	516	1
GBC1136960	1	1
GBC1138556	1	1
GBC1139045	1	1
GBC1141572	1	1
GBC1141717	1	1
GBC1144255	258	14
GBC1144557	258	68
GBC1144563	258	87
GBC1144575	258	108
GBC1144584	258	109
GBC1144585	2	1
GBC1144627	258	21
GBC1144677	258	3
GBC1146948	1	1
GBC1148598	42	28
GBC1148604	42	19
GBC1148608	42	18
GBC1149036	2	1
GBC1149434	42	1
GBC1150131	61	2
GBC1150457	448	26
GBC1150496	26	16
GBC1150552	1	1
GBC1152869	28	18
GBC1152882	3290	1
GBC1153142	28	3
GBC1153144	28	18
GBC1153153	28	3
GBC1153197	50	42
GBC1153841	1	1
GBC1154285	28	4
GBC1154289	19	4
GBC1154298	3290	1
GBC1154301	22	4
GBC1159225	1	1
GBC1159786	1	1
GBC1161630	68	5
GBC1162696	57	43
GBC1162706	57	54
GBC1162810	52	6
GBC1162860	52	43
GBC1162870	54	52
GBC1162878	52	22
GBC1162880	6609	2
GBC1162934	68	6
GBC1162974	51	43
GBC1162989	51	2
GBC1162994	51	33
GBC1163004	43	9
GBC1163010	54	43
GBC1163055	54	25
GBC1163056	6609	2
GBC1163058	54	2
GBC1163073	6609	1
GBC1163081	6609	2
GBC1163082	102	75
GBC1163103	33	1
GBC1163140	68	6
GBC1163181	102	1
GBC1163202	102	68
GBC1164074	13	11
GBC1164118	440	1
GBC1164137	3	1
GBC1164156	440	1
GBC1164171	1	1
GBC1164173	1	1
GBC1164622	102	1
GBC1164971	68	51
GBC1164974	51	5
